list,order,item,audio,condition,prime,prime_1,noun_repetition,prime_description,comments,target_description,display_1,boxed_object,target_noun,target_colour,target_pattern,prime_noun,prime_colour,prime_pattern,filler_prime_category,filler_target_category,target_object,repeated_prime,non_repeated_prime,distractor1_sameNoun_sameColor_differentPatternFromTarget,distractor2_sameNoun_differentColor_samePatternAsTarget,distractor3_differentNoun_sameColor_patternAsTarget,distractor4_differentNoun_sameColor_differentPatternFromTarget,distractor5_differentNoun_differentColor_samePatternAsTarget,targetPosition,repeatedPrime,nonRepeatedPrime,distractor1,distractor2,distractor3,distractor4,distractor5,expTrials,box_position,targetImg,boxPos,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8
1,1,f29,f29RC.mp3,9,9,9,RC,The large horse that's facing right,,small horse that's facing left,9,,horse,,,horse,,,directionoun category,size,horseSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,saw_green_striped.png,horseLargeLeft.png,saw_green_spotted.png,horseLargeRight.png,saw_green_spotted.png,horseSmallLeft.png,horseSmallRight.png,saw_green_spotted.png
2,1,f29,f29RC.mp3,9,9,9,RC,The large horse that's facing right,,small horse that's facing left,9,,horse,,,horse,,,directionoun category,size,horseSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,saw_green_striped.png,horseLargeLeft.png,saw_green_spotted.png,horseLargeRight.png,saw_green_spotted.png,horseSmallLeft.png,horseSmallRight.png,saw_green_spotted.png
3,1,f29,f29RC.mp3,9,9,9,RC,The large horse that's facing right,,small horse that's facing left,9,,horse,,,horse,,,directionoun category,size,horseSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,saw_green_striped.png,horseLargeLeft.png,saw_green_spotted.png,horseLargeRight.png,saw_green_spotted.png,horseSmallLeft.png,horseSmallRight.png,saw_green_spotted.png
4,1,f29,f29RC.mp3,9,9,9,RC,The large horse that's facing right,,small horse that's facing left,9,,horse,,,horse,,,directionoun category,size,horseSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,saw_green_striped.png,horseLargeLeft.png,saw_green_spotted.png,horseLargeRight.png,saw_green_spotted.png,horseSmallLeft.png,horseSmallRight.png,saw_green_spotted.png
1,2,f16,f16.mp3,9,9,9,AN,The small chisel,,chisel upside down,9,,chisel,,,chisel,,,size,direction,chiselBlueSmallUpsideDown,,,,,,,,,,,,,,,,N,1,7,1,chiselBlueLargeUpsideDown.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueSmall.png,caterpillarGreenLarge.png
2,2,f16,f16.mp3,9,9,9,AN,The small chisel,,chisel upside down,9,,chisel,,,chisel,,,size,direction,chiselBlueSmallUpsideDown,,,,,,,,,,,,,,,,N,1,7,1,chiselBlueLargeUpsideDown.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueSmall.png,caterpillarGreenLarge.png
3,2,f16,f16.mp3,9,9,9,AN,The small chisel,,chisel upside down,9,,chisel,,,chisel,,,size,direction,chiselBlueSmallUpsideDown,,,,,,,,,,,,,,,,N,1,7,1,chiselBlueLargeUpsideDown.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueSmall.png,caterpillarGreenLarge.png
4,2,f16,f16.mp3,9,9,9,AN,The small chisel,,chisel upside down,9,,chisel,,,chisel,,,size,direction,chiselBlueSmallUpsideDown,,,,,,,,,,,,,,,,N,1,7,1,chiselBlueLargeUpsideDown.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueLarge.png,caterpillarGreenLarge.png,caterpillarGreenSmall.png,chiselBlueSmall.png,caterpillarGreenLarge.png
3,3,1,01_CP_RC.mp3,1,CP,1,RC,The red train that's chequered,,green striped train,0,train_green_striped,train,green,striped,circle,red,chequered,,,train_green_striped,train_red_chequered,circle_red_chequered,train_green_chequered,train_red_striped,circle_green_striped,circle_green_chequered,circle_red_striped,1,2,4,3,5,6,8,7,Y,1,2,1,train_green_striped.png,train_red_chequered.png,train_green_chequered.png,circle_red_chequered.png,train_red_striped.png,circle_green_striped.png,circle_red_striped.png,circle_green_chequered.png
1,3,1,01_PC_RC.mp3,2,PC,0,RC,The chequered train that's red,,green striped train,0,train_green_striped,train,green,striped,circle,red,chequered,,,train_green_striped,train_red_chequered,circle_red_chequered,train_green_chequered,train_red_striped,circle_green_striped,circle_green_chequered,circle_red_striped,1,2,4,3,5,6,8,7,Y,1,2,1,train_green_striped.png,train_red_chequered.png,train_green_chequered.png,circle_red_chequered.png,train_red_striped.png,circle_green_striped.png,circle_red_striped.png,circle_green_chequered.png
4,3,1,01_CP.mp3,3,CP,1,AAN,The red chequered train,,green striped train,1,train_green_striped,train,green,striped,train,red,chequered,,,train_green_striped,train_red_chequered,circle_red_chequered,train_green_chequered,train_red_striped,circle_green_striped,circle_green_chequered,circle_red_striped,1,2,4,3,5,6,8,7,Y,1,2,1,train_green_striped.png,train_red_chequered.png,train_green_chequered.png,circle_red_chequered.png,train_red_striped.png,circle_green_striped.png,circle_red_striped.png,circle_green_chequered.png
2,3,1,01_PC.mp3,4,PC,0,AAN,The chequered red train,,green striped train,1,train_green_striped,train,green,striped,train,red,chequered,,,train_green_striped,train_red_chequered,circle_red_chequered,train_green_chequered,train_red_striped,circle_green_striped,circle_green_chequered,circle_red_striped,1,2,4,3,5,6,8,7,Y,1,2,1,train_green_striped.png,train_red_chequered.png,train_green_chequered.png,circle_red_chequered.png,train_red_striped.png,circle_green_striped.png,circle_red_striped.png,circle_green_chequered.png
1,4,f43,f43.mp3,9,9,9,N,The tennis racket,,fish,9,,tennisracket,,,tennisracket,,,noun category,noun category,fishLargeLeft,,,,,,,,,,,,,,,,N,5,1,5,tennisracketGreyLarge.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png,pencilBlueLargeRight.png,fishLargeLeft.png,pencilBlueLargeLeft.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png
2,4,f43,f43.mp3,9,9,9,N,The tennis racket,,fish,9,,tennisracket,,,tennisracket,,,noun category,noun category,fishLargeLeft,,,,,,,,,,,,,,,,N,5,1,5,tennisracketGreyLarge.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png,pencilBlueLargeRight.png,fishLargeLeft.png,pencilBlueLargeLeft.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png
3,4,f43,f43.mp3,9,9,9,N,The tennis racket,,fish,9,,tennisracket,,,tennisracket,,,noun category,noun category,fishLargeLeft,,,,,,,,,,,,,,,,N,5,1,5,tennisracketGreyLarge.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png,pencilBlueLargeRight.png,fishLargeLeft.png,pencilBlueLargeLeft.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png
4,4,f43,f43.mp3,9,9,9,N,The tennis racket,,fish,9,,tennisracket,,,tennisracket,,,noun category,noun category,fishLargeLeft,,,,,,,,,,,,,,,,N,5,1,5,tennisracketGreyLarge.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png,pencilBlueLargeRight.png,fishLargeLeft.png,pencilBlueLargeLeft.png,pencilBlueLargeLeft.png,pencilRedLargeRight.png
1,5,2,02_CP_RC.mp3,1,CP,1,RC,The blue lightbulb that's striped,,red chequered lightbulb,0,lightbulb_red_chequered,lightbulb,red,chequered,bottle,blue,striped,,,lightbulb_red_chequered,lightbulb_blue_striped,bottle_blue_striped,lightbulb_red_striped,lightbulb_blue_chequered,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,2,8,7,5,3,4,1,6,Y,2,8,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png
3,5,2,02_PC_RC.mp3,2,PC,0,RC,The striped lightbulb that's blue,,red chequered lightbulb,0,lightbulb_red_chequered,lightbulb,red,chequered,bottle,blue,striped,,,lightbulb_red_chequered,lightbulb_blue_striped,bottle_blue_striped,lightbulb_red_striped,lightbulb_blue_chequered,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,2,8,7,5,3,4,1,6,Y,2,8,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png
2,5,2,02_CP.mp3,3,CP,1,AAN,The blue striped lightbulb,,red chequered lightbulb,1,lightbulb_red_chequered,lightbulb,red,chequered,lightbulb,blue,striped,,,lightbulb_red_chequered,lightbulb_blue_striped,bottle_blue_striped,lightbulb_red_striped,lightbulb_blue_chequered,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,2,8,7,5,3,4,1,6,Y,2,8,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png
4,5,2,02_PC.mp3,4,PC,0,AAN,The striped blue lightbulb,,red chequered lightbulb,1,lightbulb_red_chequered,lightbulb,red,chequered,lightbulb,blue,striped,,,lightbulb_red_chequered,lightbulb_blue_striped,bottle_blue_striped,lightbulb_red_striped,lightbulb_blue_chequered,bottle_red_chequered,bottle_red_striped,bottle_blue_chequered,2,8,7,5,3,4,1,6,Y,2,8,2,bottle_red_striped.png,lightbulb_red_chequered.png,lightbulb_blue_chequered.png,bottle_red_chequered.png,lightbulb_red_striped.png,bottle_blue_chequered.png,bottle_blue_striped.png,lightbulb_blue_striped.png
1,6,f19,f19RC.mp3,9,9,9,RC,The small fish that's facing left,,large fish that's facing right,9,,fish,,,fish,,,directionoun category,size,fishLargeRight,,,,,,,,,,,,,,,,N,7,1,7,fishSmallLeft.png,monkeySmallLeft.png,fishSmallRight.png,fishLargeLeft.png,monkeyLargeRight.png,monkeySmallRight.png,fishLargeRight.png,monkeyLargeRight.png
2,6,f19,f19RC.mp3,9,9,9,RC,The small fish that's facing left,,large fish that's facing right,9,,fish,,,fish,,,directionoun category,size,fishLargeRight,,,,,,,,,,,,,,,,N,7,1,7,fishSmallLeft.png,monkeySmallLeft.png,fishSmallRight.png,fishLargeLeft.png,monkeyLargeRight.png,monkeySmallRight.png,fishLargeRight.png,monkeyLargeRight.png
3,6,f19,f19RC.mp3,9,9,9,RC,The small fish that's facing left,,large fish that's facing right,9,,fish,,,fish,,,directionoun category,size,fishLargeRight,,,,,,,,,,,,,,,,N,7,1,7,fishSmallLeft.png,monkeySmallLeft.png,fishSmallRight.png,fishLargeLeft.png,monkeyLargeRight.png,monkeySmallRight.png,fishLargeRight.png,monkeyLargeRight.png
4,6,f19,f19RC.mp3,9,9,9,RC,The small fish that's facing left,,large fish that's facing right,9,,fish,,,fish,,,directionoun category,size,fishLargeRight,,,,,,,,,,,,,,,,N,7,1,7,fishSmallLeft.png,monkeySmallLeft.png,fishSmallRight.png,fishLargeLeft.png,monkeyLargeRight.png,monkeySmallRight.png,fishLargeRight.png,monkeyLargeRight.png
4,7,3,03_CP_RC.mp3,1,CP,1,RC,The red bowl that's chequered,,blue striped bowl,0,bowl_blue_striped,bowl,blue,striped,book,red,chequered,,,bowl_blue_striped,bowl_red_chequered,book_red_chequered,bowl_blue_chequered,bowl_red_striped,book_blue_striped,book_blue_chequered,book_red_striped,4,7,2,8,5,6,3,1,Y,4,7,4,book_red_striped.png,book_red_chequered.png,book_blue_chequered.png,bowl_blue_striped.png,bowl_red_striped.png,book_blue_striped.png,bowl_red_chequered.png,bowl_blue_chequered.png
2,7,3,03_PC_RC.mp3,2,PC,0,RC,The chequered bowl that's red,,blue striped bowl,0,bowl_blue_striped,bowl,blue,striped,book,red,chequered,,,bowl_blue_striped,bowl_red_chequered,book_red_chequered,bowl_blue_chequered,bowl_red_striped,book_blue_striped,book_blue_chequered,book_red_striped,4,7,2,8,5,6,3,1,Y,4,7,4,book_red_striped.png,book_red_chequered.png,book_blue_chequered.png,bowl_blue_striped.png,bowl_red_striped.png,book_blue_striped.png,bowl_red_chequered.png,bowl_blue_chequered.png
1,7,3,03_CP.mp3,3,CP,1,AAN,The red chequered bowl,,blue striped bowl,1,bowl_blue_striped,bowl,blue,striped,bowl,red,chequered,,,bowl_blue_striped,bowl_red_chequered,book_red_chequered,bowl_blue_chequered,bowl_red_striped,book_blue_striped,book_blue_chequered,book_red_striped,4,7,2,8,5,6,3,1,Y,4,7,4,book_red_striped.png,book_red_chequered.png,book_blue_chequered.png,bowl_blue_striped.png,bowl_red_striped.png,book_blue_striped.png,bowl_red_chequered.png,bowl_blue_chequered.png
3,7,3,03_PC.mp3,4,PC,0,AAN,The chequered red bowl,,blue striped bowl,1,bowl_blue_striped,bowl,blue,striped,bowl,red,chequered,,,bowl_blue_striped,bowl_red_chequered,book_red_chequered,bowl_blue_chequered,bowl_red_striped,book_blue_striped,book_blue_chequered,book_red_striped,4,7,2,8,5,6,3,1,Y,4,7,4,book_red_striped.png,book_red_chequered.png,book_blue_chequered.png,bowl_blue_striped.png,bowl_red_striped.png,book_blue_striped.png,bowl_red_chequered.png,bowl_blue_chequered.png
1,8,f37,f37RC.mp3,9,9,9,RC,The large screw that's pointing up,,small basket,9,,screw,,,screw,,,noun category,noun category,basketBlueSmall,,,,,,,,,,,,,,,,N,7,6,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,screwBlueSmallUp.png,snowmanWhiteLargeRight.png,basketBlueLarge.png,screwBlueLargeUp.png,basketBlueSmall.png,screwBlueLargeLeft.png
2,8,f37,f37RC.mp3,9,9,9,N,The large screw that's pointing up,,small basket,9,,screw,,,screw,,,noun category,noun category,basketBlueSmall,,,,,,,,,,,,,,,,N,7,6,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,screwBlueSmallUp.png,snowmanWhiteLargeRight.png,basketBlueLarge.png,screwBlueLargeUp.png,basketBlueSmall.png,screwBlueLargeLeft.png
3,8,f37,f37RC.mp3,9,9,9,N,The large screw that's pointing up,,small basket,9,,screw,,,screw,,,noun category,noun category,basketBlueSmall,,,,,,,,,,,,,,,,N,7,6,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,screwBlueSmallUp.png,snowmanWhiteLargeRight.png,basketBlueLarge.png,screwBlueLargeUp.png,basketBlueSmall.png,screwBlueLargeLeft.png
4,8,f37,f37RC.mp3,9,9,9,N,The large screw that's pointing up,,small basket,9,,screw,,,screw,,,noun category,noun category,basketBlueSmall,,,,,,,,,,,,,,,,N,7,6,7,snowmanWhiteLargeRight.png,donkeyLargeRight.png,screwBlueSmallUp.png,snowmanWhiteLargeRight.png,basketBlueLarge.png,screwBlueLargeUp.png,basketBlueSmall.png,screwBlueLargeLeft.png
2,9,4,04_CP_RC.mp3,1,CP,1,RC,The blue chair that's chequered,,green spotted chair,0,chair_green_spotted,chair,green,spotted,key,blue,chequered,,,chair_green_spotted,chair_blue_chequered,key_blue_chequered,chair_green_chequered,chair_blue_spotted,key_green_spotted,key_green_chequered,key_blue_spotted,2,4,3,1,6,5,8,7,Y,2,4,2,chair_green_chequered.png,chair_green_spotted.png,key_blue_chequered.png,chair_blue_chequered.png,key_green_spotted.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_chequered.png
4,9,4,04_PC_RC.mp3,2,PC,0,RC,The chequered chair that's blue,,green spotted chair,0,chair_green_spotted,chair,green,spotted,key,blue,chequered,,,chair_green_spotted,chair_blue_chequered,key_blue_chequered,chair_green_chequered,chair_blue_spotted,key_green_spotted,key_green_chequered,key_blue_spotted,2,4,3,1,6,5,8,7,Y,2,4,2,chair_green_chequered.png,chair_green_spotted.png,key_blue_chequered.png,chair_blue_chequered.png,key_green_spotted.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_chequered.png
3,9,4,04_CP.mp3,3,CP,1,AAN,The blue chequered chair,,green spotted chair,1,chair_green_spotted,chair,green,spotted,chair,blue,chequered,,,chair_green_spotted,chair_blue_chequered,key_blue_chequered,chair_green_chequered,chair_blue_spotted,key_green_spotted,key_green_chequered,key_blue_spotted,2,4,3,1,6,5,8,7,Y,2,4,2,chair_green_chequered.png,chair_green_spotted.png,key_blue_chequered.png,chair_blue_chequered.png,key_green_spotted.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_chequered.png
1,9,4,04_PC.mp3,4,PC,0,AAN,The chequered blue chair,,green spotted chair,1,chair_green_spotted,chair,green,spotted,chair,blue,chequered,,,chair_green_spotted,chair_blue_chequered,key_blue_chequered,chair_green_chequered,chair_blue_spotted,key_green_spotted,key_green_chequered,key_blue_spotted,2,4,3,1,6,5,8,7,Y,2,4,2,chair_green_chequered.png,chair_green_spotted.png,key_blue_chequered.png,chair_blue_chequered.png,key_green_spotted.png,chair_blue_spotted.png,key_blue_spotted.png,key_green_chequered.png
1,10,f14,f14RC.mp3,9,9,9,RC,The bin that's upside down,,small bin,9,,garbage can,,,garbage can,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,N,3,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png
2,10,f14,f14RC.mp3,9,9,9,RC,The bin that's upside down,,small bin,9,,garbage can,,,garbage can,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,N,3,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png
3,10,f14,f14RC.mp3,9,9,9,RC,The bin that's upside down,,small bin,9,,garbage can,,,garbage can,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,N,3,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png
4,10,f14,f14RC.mp3,9,9,9,RC,The bin that's upside down,,small bin,9,,garbage can,,,garbage can,,,direction,size,garbagecanGreenSmall,,,,,,,,,,,,,,,,N,3,7,3,garbagecanGreenLarge.png,frenchhornGreenLargeRight.png,garbagecanGreenSmall.png,frenchhornGreenLargeRight.png,frenchhornGreenLargeRight.png,swanGreyLargeLeft.png,garbagecanGreenLargeUpsideDown.png,swanGreyLargeLeft.png
1,11,5,05_CP_RC.mp3,1,CP,1,RC,The blue watch that's spotted,,red striped watch,0,watch_red_striped,watch,red,striped,brush,blue,spotted,,,watch_red_striped,watch_blue_spotted,brush_blue_spotted,watch_red_spotted,watch_blue_striped,brush_red_striped,brush_red_spotted,brush_blue_striped,6,3,8,1,2,5,7,4,Y,6,3,6,watch_red_spotted.png,watch_blue_striped.png,watch_blue_spotted.png,brush_blue_striped.png,brush_red_striped.png,watch_red_striped.png,brush_red_spotted.png,brush_blue_spotted.png
3,11,5,05_PC_RC.mp3,2,PC,0,RC,The spotted watch that's blue,,red striped watch,0,watch_red_striped,watch,red,striped,brush,blue,spotted,,,watch_red_striped,watch_blue_spotted,brush_blue_spotted,watch_red_spotted,watch_blue_striped,brush_red_striped,brush_red_spotted,brush_blue_striped,6,3,8,1,2,5,7,4,Y,6,3,6,watch_red_spotted.png,watch_blue_striped.png,watch_blue_spotted.png,brush_blue_striped.png,brush_red_striped.png,watch_red_striped.png,brush_red_spotted.png,brush_blue_spotted.png
2,11,5,05_CP.mp3,3,CP,1,AAN,The blue spotted watch,,red striped watch,1,watch_red_striped,watch,red,striped,watch,blue,spotted,,,watch_red_striped,watch_blue_spotted,brush_blue_spotted,watch_red_spotted,watch_blue_striped,brush_red_striped,brush_red_spotted,brush_blue_striped,6,3,8,1,2,5,7,4,Y,6,3,6,watch_red_spotted.png,watch_blue_striped.png,watch_blue_spotted.png,brush_blue_striped.png,brush_red_striped.png,watch_red_striped.png,brush_red_spotted.png,brush_blue_spotted.png
4,11,5,05_PC.mp3,4,PC,0,AAN,The spotted blue watch,,red striped watch,1,watch_red_striped,watch,red,striped,watch,blue,spotted,,,watch_red_striped,watch_blue_spotted,brush_blue_spotted,watch_red_spotted,watch_blue_striped,brush_red_striped,brush_red_spotted,brush_blue_striped,6,3,8,1,2,5,7,4,Y,6,3,6,watch_red_spotted.png,watch_blue_striped.png,watch_blue_spotted.png,brush_blue_striped.png,brush_red_striped.png,watch_red_striped.png,brush_red_spotted.png,brush_blue_spotted.png
1,12,f36,f36.mp3,9,9,9,AN,The large saw,,broom,9,,saw,,,saw,,,noun category,noun category,broomGreenSmall,,,,,,,,,,,,,,,,N,6,7,6,fork_grey_chequered.png,fork_grey_chequered.png,fork_grey_spotted.png,sawGreenSmallLeft.png,fork_grey_spotted.png,broomGreenSmall.png,sawGreenLargeLeft.png,fork_grey_chequered.png
2,12,f36,f36.mp3,9,9,9,AN,The large saw,,broom,9,,saw,,,saw,,,noun category,noun category,broomGreenSmall,,,,,,,,,,,,,,,,N,6,7,6,fork_grey_chequered.png,fork_grey_chequered.png,fork_grey_spotted.png,sawGreenSmallLeft.png,fork_grey_spotted.png,broomGreenSmall.png,sawGreenLargeLeft.png,fork_grey_chequered.png
3,12,f36,f36.mp3,9,9,9,AN,The large saw,,broom,9,,saw,,,saw,,,noun category,noun category,broomGreenSmall,,,,,,,,,,,,,,,,N,6,7,6,fork_grey_chequered.png,fork_grey_chequered.png,fork_grey_spotted.png,sawGreenSmallLeft.png,fork_grey_spotted.png,broomGreenSmall.png,sawGreenLargeLeft.png,fork_grey_chequered.png
4,12,f36,f36.mp3,9,9,9,AN,The large saw,,broom,9,,saw,,,saw,,,noun category,noun category,broomGreenSmall,,,,,,,,,,,,,,,,N,6,7,6,fork_grey_chequered.png,fork_grey_chequered.png,fork_grey_spotted.png,sawGreenSmallLeft.png,fork_grey_spotted.png,broomGreenSmall.png,sawGreenLargeLeft.png,fork_grey_chequered.png
3,13,6,06_CP_RC.mp3,1,CP,1,RC,The green glass that's chequered,,red spotted glass,0,glass_red_spotted,glass,red,spotted,skirt,green,chequered,,,glass_red_spotted,glass_green_chequered,skirt_green_chequered,glass_red_chequered,glass_green_spotted,skirt_red_spotted,skirt_red_chequered,skirt_green_spotted,3,1,8,6,2,7,4,5,Y,3,1,3,glass_green_chequered.png,glass_green_spotted.png,glass_red_spotted.png,skirt_red_chequered.png,skirt_green_spotted.png,glass_red_chequered.png,skirt_red_spotted.png,skirt_green_chequered.png
1,13,6,06_PC_RC.mp3,2,PC,0,RC,The chequered glass that's green,,red spotted glass,0,glass_red_spotted,glass,red,spotted,skirt,green,chequered,,,glass_red_spotted,glass_green_chequered,skirt_green_chequered,glass_red_chequered,glass_green_spotted,skirt_red_spotted,skirt_red_chequered,skirt_green_spotted,3,1,8,6,2,7,4,5,Y,3,1,3,glass_green_chequered.png,glass_green_spotted.png,glass_red_spotted.png,skirt_red_chequered.png,skirt_green_spotted.png,glass_red_chequered.png,skirt_red_spotted.png,skirt_green_chequered.png
4,13,6,06_CP.mp3,3,CP,1,AAN,The green chequered glass,,red spotted glass,1,glass_red_spotted,glass,red,spotted,glass,green,chequered,,,glass_red_spotted,glass_green_chequered,skirt_green_chequered,glass_red_chequered,glass_green_spotted,skirt_red_spotted,skirt_red_chequered,skirt_green_spotted,3,1,8,6,2,7,4,5,Y,3,1,3,glass_green_chequered.png,glass_green_spotted.png,glass_red_spotted.png,skirt_red_chequered.png,skirt_green_spotted.png,glass_red_chequered.png,skirt_red_spotted.png,skirt_green_chequered.png
2,13,6,06_PC.mp3,4,PC,0,AAN,The chequered green glass,,red spotted glass,1,glass_red_spotted,glass,red,spotted,glass,green,chequered,,,glass_red_spotted,glass_green_chequered,skirt_green_chequered,glass_red_chequered,glass_green_spotted,skirt_red_spotted,skirt_red_chequered,skirt_green_spotted,3,1,8,6,2,7,4,5,Y,3,1,3,glass_green_chequered.png,glass_green_spotted.png,glass_red_spotted.png,skirt_red_chequered.png,skirt_green_spotted.png,glass_red_chequered.png,skirt_red_spotted.png,skirt_green_chequered.png
1,14,f09,f09.mp3,9,9,9,AN,The large bloom,,bloom upside down,9,,bloom,,,bloom,,,size,direction,bloomSmallUpsideDown,,,,,,,,,,,,,,,,N,2,4,2,nailLeft.png,bloomSmallUpsideDown.png,nailLeft.png,bloomLarge.png,nailLeft.png,nailRightSmall.png,nailRightSmall.png,bloomSmall.png
2,14,f09,f09.mp3,9,9,9,AN,The large bloom,,bloom upside down,9,,bloom,,,bloom,,,size,direction,bloomSmallUpsideDown,,,,,,,,,,,,,,,,N,2,4,2,nailLeft.png,bloomSmallUpsideDown.png,nailLeft.png,bloomLarge.png,nailLeft.png,nailRightSmall.png,nailRightSmall.png,bloomSmall.png
3,14,f09,f09.mp3,9,9,9,AN,The large bloom,,bloom upside down,9,,bloom,,,bloom,,,size,direction,bloomSmallUpsideDown,,,,,,,,,,,,,,,,N,2,4,2,nailLeft.png,bloomSmallUpsideDown.png,nailLeft.png,bloomLarge.png,nailLeft.png,nailRightSmall.png,nailRightSmall.png,bloomSmall.png
4,14,f09,f09.mp3,9,9,9,AN,The large bloom,,bloom upside down,9,,bloom,,,bloom,,,size,direction,bloomSmallUpsideDown,,,,,,,,,,,,,,,,N,2,4,2,nailLeft.png,bloomSmallUpsideDown.png,nailLeft.png,bloomLarge.png,nailLeft.png,nailRightSmall.png,nailRightSmall.png,bloomSmall.png
2,15,7,07_CP_RC.mp3,1,CP,1,RC,The blue trousers that're spotted,,green striped trousers,0,trousers_green_striped,trousers,green,striped,fence,blue,spotted,,,trousers_green_striped,trousers_blue_spotted,fence_blue_spotted,trousers_green_spotted,trousers_blue_striped,fence_green_striped,fence_green_spotted,fence_blue_striped,6,5,4,3,7,8,1,2,Y,6,5,6,fence_green_spotted.png,fence_blue_striped.png,trousers_green_spotted.png,fence_blue_spotted.png,trousers_blue_spotted.png,trousers_green_striped.png,trousers_blue_striped.png,fence_green_striped.png
4,15,7,07_PC_RC.mp3,2,PC,0,RC,The spotted trousers that're blue,,green striped trousers,0,trousers_green_striped,trousers,green,striped,fence,blue,spotted,,,trousers_green_striped,trousers_blue_spotted,fence_blue_spotted,trousers_green_spotted,trousers_blue_striped,fence_green_striped,fence_green_spotted,fence_blue_striped,6,5,4,3,7,8,1,2,Y,6,5,6,fence_green_spotted.png,fence_blue_striped.png,trousers_green_spotted.png,fence_blue_spotted.png,trousers_blue_spotted.png,trousers_green_striped.png,trousers_blue_striped.png,fence_green_striped.png
3,15,7,07_CP.mp3,3,CP,1,AAN,The blue spotted trousers,,green striped trousers,1,trousers_green_striped,trousers,green,striped,trousers,blue,spotted,,,trousers_green_striped,trousers_blue_spotted,fence_blue_spotted,trousers_green_spotted,trousers_blue_striped,fence_green_striped,fence_green_spotted,fence_blue_striped,6,5,4,3,7,8,1,2,Y,6,5,6,fence_green_spotted.png,fence_blue_striped.png,trousers_green_spotted.png,fence_blue_spotted.png,trousers_blue_spotted.png,trousers_green_striped.png,trousers_blue_striped.png,fence_green_striped.png
